,Job Title,Job Location,Date,Link,Job Attributes,Job Description
77,"Teen Parenting Program Spanish Speaking- Chelsea, Lynn, Melrose MA",Melrose,Feb  7,https://boston.craigslist.org/nos/npo/d/melrose-teen-parenting-program-spanish/7070956262.html,"
compensation: Competitive Salary & Benefits.

employment type: full-time

","

QR Code Link to This Post


Lynn, MA - Teen Living/Parenting Program Family Advocate Opportunity
Chelsea, MA- Teen Living/Parenting Program Family Advocate Opportunity
Melrose, MA- Teen Living/ Parenting Program Family Advocate Opportunity

Full-Time and Part-Time Opportunities Available - Weekend, Evening, Flexible Scheduling (Female Candidates)

Teen Living/Parenting Program Family Advocate:
The advocates are an integral part of the client's treatment/support team who insure that services are coordinated and delivered to resident families in a comprehensive manner. All staff must be well versed in understanding, creating and maintaining a trauma-informed culture and be amenable to function as an active support in the daily care of the clients and their environment. Employees will be required to understand and work with behavioral and emotional deficits. Employees must provide a safe and structured environment while understanding how and when to intervene and TEACH new, healthier coping responses to stress and anxiety.

Seventy five percent of the TLP position includes documentation of meetings, goals, assessments, plans, intakes and any other necessary information. Each TLP employee will directly manage a case load of not more than four resident families. The TLP employee will also be responsible, either as part of the team or while alone on shift, for the safety of all residents and the facility, with requirements of reporting concerns to the necessary parties.

Essential Job Functions: 
-Demonstrated understanding and ability to respond to crisis situations using the model of Trauma Informed Care, Behavior Management and/or Collaborative Proactive Solutions. 
-Completing all required documentation including but not limited to: intake assessment, Bio Psycho Social, Ebed, weekly meetings, goals, progress notes, treatment plans, referrals and any concerns being addressed. 
-Implement individualized treatment plans based on specific needs or goals of each client utilizing community and other available resources. 
-Document all shift related reports, communication logs (filemaker), globe with details of shift related incidents or occurrences. Ensure passing on shift and client related information to the next shift. 
-Responsible for the safety and security of the teens, children and the facility at all times, by providing structured activities & curriculum based groups. 

Overnight specific shift requirements:
-Responsible for hourly rounds/bed checks on all residents throughout the night, insuring safe sleeping and program safety.
-Ensure hourly rounds and client status is documented.
-Clean/stock the facility and common areas.
-Provide morning transportation to youth as needed.
-Remaining awake during the entire shift is required. The appearance of sleeping is not permitted ( ie lying down, eyes closed)

COMPETENCIES AND QUALIFICATIONS:
High School Diploma required and previous experience working with youth or others in a residential setting. A bachelor's degree or some college is preferred. This position requires strong communication and organization skills. Required to pass initial competency evaluation as well as continued assessments of professional development and future trainings. Employees must have a valid driver's license with an acceptable driving record and be willing to use their personal vehicle when Centerboard's vehicles are not available to meet client transportation demands of care or outreach. Individuals are required to connect with youth with healthy relationships and positive interactions.

Centerboard offers competitive salary, great benefits, flexible schedules and a fun working environment.
Bilingual (Spanish/Portuguese) applicants are encouraged to apply.

Interested and qualified applicants should apply through our website online application process by using the link below. 

https://workforcenow.adp.com/jobs/apply/posting.html?client=cboard#

To learn more about Centerboard, please visit www.centerboard.org    "
78,Community-Based Day Support Assistant,"Waltham, MA",Feb  7,https://boston.craigslist.org/bmw/npo/d/community-based-day-support-assistant/7070868169.html,"
compensation: 40 hrs. per week 8-4pm M-F. Plus flexible hours for meetings

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Do you enjoy helping people? Do you want to leave work every day knowing you have made a positive difference in the lives of others? If so, consider joining us at Opportunities for Inclusion, where every day is an opportunity to enrich the lives of individuals with developmental and intellectual challenges. As a community-based day support assistant, you will work with a team in a supportive environment and create weekly calendar of events based on the interests of our program participants. You will join them during these fun activities, which may include library programs, art and music events, museum visits, and volunteer opportunities in the community. Other activities might include cooking, karaoke, dancing, or holiday celebrations.   
Your responsibilities will also include driving a small group of program participants in our company vehicle to community activities.  Daily progress notes will be prepared as well. 

QUALIFICATIONS: B. S. in a Psychology, Special Education or related field and 1 year experience. In lieu of a college degree a High School diploma or GED with 2 plus years paid work experience in an instructor/care management role with developmental diabilities population. 

Commitment to community inclusion and upholding the human rights and dignity of people with disabilities, flexibility and responsive to a variety of requests. Ability or willingness to learn ASL, non-violent restraint, CPR/First Aid. Good time management, organizational and communication skills. Knowledge of sub-contract work a plus. Ability to meet deadlines, production and paperwork requirements. Vehicle and driver's license required.


OTHER QUALIFICATIONS: Must have strong oral and written communication skills with consumers, program staff, families, and other service providers. Computer literacy.

Opportunities for Inclusion offers a comprehensive benefits package including vacation and sick leave, 11 paid holidays, health, dental,life, long term disability, flexible spending and pension plan.
AA/EOE

SALARY RANGE: $30,000 - $32,000 plus depending on education and experience. 
WORK SCHEDULE: 40 hrs. per week 8-4pm M - F. plus flexible hours for meetings

STARTING DATE: ASAP 

"
79,Summer Nutrition Program Assistant,Bedford,Feb  7,https://boston.craigslist.org/bmw/npo/d/bedford-summer-nutrition-program/7070762189.html,"
compensation: $13.50 per hour plus work-related mileage reimbursement.  This is a temporary summer role.

employment type: part-time

non-profit organization

","

QR Code Link to This Post


POSITION SUMMARY: 

Summer is a busy time for our Meals on Wheels Program and our Dining Sites. It's also a time when our nutrition staff wants to take time off for vacation. This temporary summer position ensures the continued smooth operation of services to our seniors

The Summer Nutrition Program Assistant helps enable the smooth operation of a senior dining site and is a substitute in the absence of a regular Dining Coordinator, Route Coordinator, Home Delivered Meals Driver, or the Daily Operations Coordinator. On any given day, the Summer Nutrition Program Assistant may cover any one of our twelve Dining and Home Delivered Meal sites, or our office in Bedford, MA. 

This important position requires great flexibility as assignments are based on need and subject to change from day to day. 

RESPONSIBILITIES: 
Create a warm and welcoming dining experience for seniors and disabled adults in a community setting such as a senior center or public housing. 
Oversee the daily operations established by the site Dining Coordinator. 
Maintain volunteer schedules established by the Dining Coordinator. 
Deliver meals in the event a Meals on Wheels driver is not available. 
Carry out food handling practices and procedures for dining and Meals on Wheels that adhere to agency standards and local fire, health, sanitation, and safety codes. 
Keep required records and statistics and oversee the counting and deposit of the donations. Submit all reports as required. 
Wear Minuteman uniform at all times as required, including but not limited to, Minuteman apron and name badge. 
Attend staff meetings and required training sessions. 
Display a consistently positive, cooperative, self-motivated, courteous, and professional attitude while working as a team member and pitching in as necessary. 
Perform other duties as assigned by supervisor.
QUALIFICATIONS: 
High School diploma/GED or equivalent in work/life experience in community or social group work (paid or as a volunteer); 
Sensitivity to the needs of seniors and disabled adults; 
Ability to establish a good working relationship with participants and co-workers. 
Familiarity with the Minuteman Senior Services' service area preferred. Our service area includes Acton, Arlington, Bedford, Boxborough, Burlington, Carlisle, Concord, Harvard, Lexington, Lincoln, Littleton, Maynard, Stow, Wilmington, Winchester and Woburn. 
Flexibility to switch gears based on the day-to-day needs of the Nutrition Program to accommodate planned vacations and the occasional unplanned absence of staff. 
Must have a valid driver's license and a working car. 
Must be able to lift bags/coolers weighing a maximum of 35 lbs. 
Computer literacy to occasionally assist with office work preferred. 
SCHEDULE: 
Monday - Friday
Hours may vary between 9:00 a.m. - 1:00 p.m. based on need. 
17.5 hours per week guaranteed with some weeks up to 20 hours. 
Position to start on or about June 16, 2020 and end on or about September 4, 2020
Pay is $13.50 per hour plus work-related mileage is reimbursed

To Apply:

Click on this link to take you to our Employment Page.
https://www.minutemansenior.org/join-our-team/employment

About Us

For over 40 years Minuteman Senior Services has helped older and disabled adults age with independence and dignity in the setting of their choice - most often their own homes and communities. We support caregivers, local and long distance, who may need help and advice as they balance the competing demands of family, work and self.
We offer over 20 programs and services and are continually innovating, improving and expanding in new and better ways. Our consumers give us very high marks as do our professional colleagues and that is very important to us. With over 135 employees, 500+ volunteers and more than 70 subcontracted service providers that make up our vendor network, we bring a lot of expertise, experience and resources to the people we serve.

As a non-profit organization we are passionate about our mission to help our consumers and their families face the challenges of aging and caregiving. We help them make informed decisions and get easy access to the help needed that fits within their means. Many of our services are free of charge; others are available on a sliding fee or private pay basis.

Know us before you need us!

 "
80,Individual Supports Specialist for Supported Living,Franklin,Feb  6,https://boston.craigslist.org/sob/npo/d/franklin-individual-supports-specialist/7070311266.html,"
compensation: 15.00

employment type: full-time

non-profit organization

","

QR Code Link to This Post


SUMMARY OF POSITION:

The Individual Supports Specialist for Supported Living reports to the Program Director of Shared Living & Individual Supports and provides assessment and/or teaching of community living skills to intellectually disabled people that assist them to maintain the independence in a supported living environment or congregate setting. The Individual Supports Specialist for Supported Living delivers direct training to individuals in compliance with Agency policy and procedures. This is a non-exempt position, paid on an hourly basis.


ESSENTIAL DUTIES AND RESPONSIBILITIES:

• Provide home visit to assess new referrals and implement Individual Skills Support strategies weekly.
• Make face-to-face contact with individuals to assist them with skill development and tasks as delineated in the Individual Support Plan.
• Maintain daily activity statistics and documentation as required by Agency and contract policy and procedure.
• Represent the department in multi-disciplinary meetings for planning and review of Individual Support Plans.
• Participate in all required staff and Agency meetings.
• Provide direct individual training in community, of community living skills and defined by program contract.
• Attend workshops and other continued education programs.
• Assist individuals with household duties such as grocery shopping and home maintenance as determined through developed individual support plan.
• Assist individuals with medical appointments to include scheduling, transportation and attendance as determined through developed individual support plan.
• Assist individuals with finances, banking and entitlements as determined through developed Individual Supports Plan. Maintain records in accordance with developed funds management protocols.
• Complete routine reports such as Quarterly Progress Summaries and ISP Assessments within DDS mandated timelines.
• Communicate with Program Director of Shared Living & Individual Supports regarding service delivery reports, contract hour goals progress and accounting of weekly schedule.

PHYSICAL AND MENTAL REQUIREMENTS:

• Effective verbal and written communication skills
• Ability to establish a professional rapport with the developmentally disabled population, their families, co-workers and service providers.
• Excellent time management and organizations skills
• Ability to manage multiple priorities simultaneously
• Ability to make and keep appointments in the community.
• Ability to analyze tasks for step-by-step instruction.
• Strong interpersonal and communication skills, and the ability to work with a wide range of employees.
• Organized, dependable and even temperament; good phone manner.
• Working knowledge in Microsoft Office and office equipment.
• Must be able to bend, lift, stoop, reach and file. 
• Maintain current CPR and First Aid Certifications.

MINIMUM ACCEPTABLE QUALIFICATIONS:

• Bachelor's Degree in education, psychology, rehabilitation or related field and one year professional experience preferred.
• Must be 21+ years old, have a High School Diploma or GED, a valid driver’s license, daily use of a car on site and be available by telephone for daily contact.
• Must speak, read and write English fluently

HOW TO APPLY:

To apply, please visit us at: https://www.venturecs.org/learn-more/employment/.  In the search box, enter ""Individual Supports Specialist"" to bring up the application icon on the top right corner.

"
81,Inbound Helpline Counselor for National Nonprofit,Gloucester,Feb  6,https://boston.craigslist.org/nos/npo/d/gloucester-inbound-helpline-counselor/7070213756.html,"
compensation: Starting pay: $14/hr with 20-days-worked review, 40-days-worked review (and possible raise) and annual reviews thereafter.

employment type: full-time

","

QR Code Link to This Post


NeedyMeds, a national nonprofit and leading online resource dedicated to increasing public awareness about using healthcare assistance programs, is looking for people who are interested in making a difference in the lives of those who are seeking help managing healthcare expenses. If you are the kind of person who gets a sense of fulfillment in helping others, then you are the kind of person that this national nonprofit is seeking.

NeedyMeds offers information on many programs for people that need help paying for healthcare and prescription medication and runs a Call Center for specific programs and a Helpline for assisting callers looking for resources on NeedyMeds' website, NeedyMeds.org.

The position is for a full-time, 40-hr./week Helpline Counselor. The Helpline Counselor position requires patience and willingness to listen to callers' situations while maintaining professional demeanor and finding resources on the NeedyMeds website (NeedyMeds.org) that will assist them with their healthcare expenses. The person will also occasionally add support for special projects.

Bilingual Spanish/English is a plus

Required skills are:
Excellent, current computer skills (Mac-based office)
Previous customer service or call center experience a plus
Friendly and professional phone decorum
Demonstrate courtesy, patience and understanding while handling calls from a wide demographic of people
Ability to successfully execute many complex tasks simultaneously
Comfort with working on databases
Comfort with repetitive tasks
Accuracy with information and data entry
Pleasant, positive demeanor
Ability to work as a team member, as well as independently
Reliable and dependable transportation
Excellent benefits

Interested applicants should email a cover letter and resume.
"
82,Career Coach and Instructor,Roxbury,Feb  6,https://boston.craigslist.org/gbs/npo/d/roxbury-career-coach-and-instructor/7070155925.html,"
compensation: $47,000.00

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Position Summary
The Career Coach and Instructor will teach hard and soft skills in workforce training program that builds off a curriculum for administrative entry level job opportunities in the healthcare industry. Lesson plans and teaching approach are tailored specifically to value and nurture the diversity and experiences of participants. Instructor will incorporate employer partner and program participant input and feedback throughout trainings to use as a framework for best practice.  

Agency & Program Background
Project Hope works in partnership with families so they can move up and out of poverty. We do this by being a catalyst for change in the lives of families and in the systems that hinder pathways to self-sufficiency; developing and providing family support solutions for homelessness and poverty; and advocating for just public policies that strengthen families.

Responsibilities: 
•	Maintain and grow employer partnership base
•	Further develop and build on current curriculum to ensure that it’s relatable and engaging while also building relevant skill set
•	Work in conjunction with Workforce and Education Instructors to streamline and integrate curriculum wherever possible 
•	Develop differentiated lesson plans that are mindful of experiences, abilities and learning styles 
•	Provide one on one progress reviews and assessments 
•	Maintain accurate attendance and alert Family Partners of additional supports needed  
•	Identify volunteers, guest speakers, community organizations, field trips, and resources to enhance learning and connections 
•	Collaborate with Employment Specialist to identify best employment and post placement follow-up plan 
•	Work as a member of the Workforce and Education team to ensure enrollment, graduation, placement and retention goals are achieved
•	Complete program component reports as required for grants and/or service agreements that are related to job placement, retention and support services
•	Other duties as assigned by the Director of Workforce and Education 

Qualifications:
•	Commitment to Project Hope’s mission and values 
•	Demonstrated knowledge of resume development, cover letters, thank you letters, job search strategies and support
•	Minimum of 3 or more years of experience as a Workforce Development Instructor 
•	Experience conducting engaging workshops
•	Model appropriate employability skills for dress, language, professionalism and work habits
•	Significant content knowledge of and experience in workforce development with a focus on low income community members and/or homeless families
•	Knowledge, skills and abilities in computer-based systems and Internet services to assist individuals in job search
•	Knowledge of employment trends and the ability to assess employer needs
•	Excellent communication skills including oral, written and organizational skills
•	Self-starter, resourceful, team player with the ability to manage multiple priorities
•	Proficiency in MS Office and Internet applications and ability to develop proficiency in the Efforts to Outcomes database required
•	Ability to work well with internal and external service providers to promote coordinated client service delivery
•	Thorough understanding of healthy client relationship boundaries
•	Strong personal interest in issues of employment / homelessness prevention / education / poverty / etc. in Boston

Education Requirements:
•	Academic Degree: BA / BS in Human Services or related field preferred

"
83,FT Maintenance Position available!,Chinatown,Feb  6,https://boston.craigslist.org/gbs/npo/d/boston-ft-maintenance-position-available/7070128444.html,"
compensation: $15/hr

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Are you looking for a fun and challenging job where you are working with your hands, fixing things and maintaining them in good condition? Are you the kind of person who can paint a room (or wants to learn), and tighten up a few bed springs while you’re waiting for the paint to dry? Then come join us at HI-Boston. We are looking for a general Maintenance Associate to join our team. If you like to solve problems by thinking outside of the box, and you want an opportunity to be trained and get a whole lot of experience, bring your attention to detail, good work ethic and come have fun working with us at HI Boston.

HI Boston is seeking a full-time Maintenance Associate to work general maintenance at the hostel. The right candidates for this position will be interested in learning a little about a lot of things. Related facilities experience is a plus, but if you have a willingness to learn, an organized mind, and strong work ethic we’d love to hear from you! 

To learn more and apply for this position, please follow the link below:

https://chu.tbe.taleo.net/chu03/ats/careers/searchResults.jsp?org=HIUSA&cws=1&act=search&WebPage=JSRCH&WebVersion=0&location=37

In your cover letter, tell us your skill level, why you would be the best candidate for this job and what characteristics you bring with you to make this a fun place to stay as well as work.  We can discuss any questions you may have when we call.

Thanks and we hope to meet you soon.    "
84,"Registered Nurse, 70k/year",Waltham,Feb  5,https://boston.craigslist.org/gbs/npo/d/waltham-registered-nurse-70k-year/7069767009.html,"
compensation: $70k annually Salary

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Are you a Registered Nurse looking for a lifestyle change? Be a part of an interdisciplinary team that assess individuals living in the community for available services.
Salary is $70k. Monday-Friday, 37.5 hours per week. No Nights, No Weekends, No Beeper.
POSITION DESCRIPTION
If you are a RN with at least 1 year of clinical experience who would like a job that has:
NO WEEKENDS, EVENINGS, NIGHTS, HOLIDAYS or BEEPERS
A supportive environment that celebrates success, focuses on lessons learned when things don't go quite as expected.
Generous paid time off that acknowledges you have a personal life
Then Springwell has a job for you. We are looking for a full-time Registered Nurse who will assess clients for services, determine clinical eligibility for programs and develop care plans. Our primary goal is to support individuals who receive services in the community so they can continue living in their own home.
QUALIFICATIONS 
Current Massachusetts license to practice as a Registered Nurse.

At least one year of clinical experience in either a community or long term care setting

A reliable car, current driver's license and safe driving record required.
GENEROUS BENEFITS
3 weeks of vacation in first year
Birthday off
11 paid holidays
2 paid floating holidays
15 paid sick days per year (You can accumulate up to 450 hours)
Health & dental insurance with employer contribution
Life and long-term disability insurance at no cost to employee
Flexible Spending Plan
Employee Assistance Plan
401K Retirement Savings Plan w/ employer contribution
Mileage reimbursement
Flexible Work Options available after 6 months; alternate start time between 8:00 and 9:30 a.m., 4 day work week, 4.5 day work week, telecommuting work option, remote work option
Employee referral bonuses
Free parking 
Commitment to promoting from within
COMPANY PROFILE
At Springwell, we are serious about our mission. For more than 40 years, our staff has worked to help ensure that seniors and individuals with disabilities have the village they need and the support that is necessary for them to live at home with dignity and independence.
We are also serious about our employees. We are focused on creating a supportive, and welcoming environment that values each and every member of our staff. At Springwell we are fiercely committed to creating equal opportunities for all regardless of race, color, sex, gender identity, sexual orientation, gender expression, national origin, age, language, and physical or mental disabilities.
We believe in:
Accountability: At every level of the organization we are accountable: to the people we serve, to our funders, to our employees, to community professionals who rely on our support.
Continuous Quality Improvement: We honor the fact that each of us is human, and we embrace a desire to examine the value and quality of our work and ask how we can provide a higher quality of service.
Transparency: While we don't claim to be 100% transparent (there are certain things, like salaries and performance evaluations that are private) we continuously strive to be as open as possible.
Balance: Life is a give and take, as is work. We are always examining that balance. Today, we have yoga classes on-site twice a week. We are exploring offering a Weight Watchers meeting. And afternoon meditation is under consideration. If there is a holiday to celebrate we have a party. This year, we built a dedicated lactation room for new moms. We are committed to listening to our staff, and examining and re-balancing our work environment.
 
 
Keywords: Waltham, Newton, Brookline, Watertown, Belmont, Needham, Wellesley, Weston, Boston, Case Manager, Case Management, Housing, Mental Health, Managed Care, Social Services, Social Work, Care Coordinator, Social Worker, Elder, Geriatric Care, Assisted Living, Human Services, LSW, LCSW, Licensed, Medicare, Medicaid, Behavioral Health, Community Health, Long Term Care, Registered Nurse, Nurse, RN, Nursing, Telecommuting, Remote, Telecommuter, Telecommute
 
If interested, please apply at https://springwell.applicantpro.com/jobs/
For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.Click Here to Apply or use the link belowhttps://springwell.applicantpro.com/jobs/1326440-143011.html "
85,Nurse Manager,Waltham,Feb  5,https://boston.craigslist.org/gbs/npo/d/waltham-nurse-manager/7069764744.html,"
compensation: Competitive Salary

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Exciting opportunity for the unique professional who has great clinical skills and enjoys being a part of a multidisciplinary team.
POSITION DESCRIPTION
Springwell is seeking a Nurse Manager to oversee our Community Transitions Department. The position has a variety of responsibilities that will include:
Supervision of nurses and case managers who conduct assessments of individuals at nursing facilities and assist with long term care placement or returning to the community.
Ensuring compliance with program regulations and guidelines.
Evaluate program strengths and identify areas for improvement.
Involvement in multidisciplinary meetings within and outside of Springwell to provide clinical input into casework.
Outreach to community partners to provide education on the role of Springwell staff in discharge planning and to strengthen community relationships.
Staff training on program regulations and requirements.
Hands on tasks such as running and reviewing reports, and conducting record reviews to work towards continuous quality improvement.
QUALIFICATIONS
Our ideal candidate is organized and able to balance many competing projects, flexible and able to quickly switch priorities, believes in the importance of a multidisciplinary approach to consumer services, and is able to use data to make decisions which support recommendations about program growth and development.
Master's or Bachelor's degree in Nursing and three years' experience in Human Services in a direct relationship with individuals served required.
Valid Massachusetts RN license required.
Three years of full time equivalent experience as a Registered Nurse in a community setting required.
One years of supervisory, administrative or managerial experience preferred.
Familiarity with community services for elders and the Massachusetts aging network preferred.
Demonstrated leadership ability and the ability to work independently as well as part of a team.
Excellent verbal, written and computer skills.
A reliable car, current driver's license and safe driving record required.
BENEFITS
Monday through Friday work schedule/No Weekends or Holidays
3 weeks of vacation in first year
Birthday off
11 paid holidays
2 paid floating holidays
15 paid sick days per year (You can accumulate up to 450 hours)
Health & dental insurance with employer contribution
Life and long-term disability insurance at no cost to employee
Flexible Spending Plan
Employee Assistance Plan
401K Retirement Savings Plan w/ employer contribution
Mileage reimbursement
Employee referral bonuses
Free parking
Commitment to promoting from within
COMPANY PROFILE
At Springwell, we are serious about our mission. For more than 37 years, our staff has worked to help ensure that seniors and individuals with disabilities have the village they need and the support that is necessary for them to live at home with dignity and independence.
We are also serious about our employees. We are focused on creating a supportive, open environment that values the people who make a difference - each, and every member of our staff. 
We believe in: 
Accountability: At every level of the organization we are accountable: to the people we serve, to our funders, to our employees, to community professionals who rely on our support.
Continuous Quality Improvement: We honor the fact that each of us is human, and we embrace a desire to examine the value and quality of our work and ask how we can provide a higher quality of service.
Transparency: While we don't claim to be 100% transparent (there are certain things, like salaries and performance evaluations that are private) we continuously strive to be as open as possible.
Balance: Life is a give and take, as is work. We are always examining that balance. Today, we have yoga classes on-site twice a week. We are exploring offering a Weight Watchers meeting. And afternoon meditation is under consideration. If there is a holiday to celebrate we have a party. This year, we built a dedicated lactation room for new moms. We are committed to listening to our staff, and examining and re-balancing our work environment.
 
If interested, please apply at https://springwell.applicantpro.com/jobs/
For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.Click Here to Apply or use the link belowhttps://springwell.applicantpro.com/jobs/1326436-143011.html "
86,Case Manager,Waltham,Feb  5,https://boston.craigslist.org/gbs/npo/d/waltham-case-manager/7069760805.html,"
compensation: Competitive Salary

employment type: full-time

","

QR Code Link to This Post


Springwell is seeking dedicated and compassionate Case Managers to join our Case Management and Housing Departments.
A Case Manager conducts comprehensive in-home assessments with elders, helps determine needs and eligibility for government subsidized services, creates care plans and coordinates services. Duties include data entry into computer database, communication and consultation with family members, other Springwell staff and community professionals. 
No weekends, evenings, nights or holidays.
QUALIFICATIONS
Bachelor's Degree required.
Previous experience in human services field preferred.
Working with computers, entering data and running reports.
A reliable car, current driver's license and safe driving record required.
Russian or Armenian speaking preferred but not required.
GENEROUS BENEFITS
3 weeks of vacation in first year
Birthday off
11 paid holidays
2 paid floating holidays
15 paid sick days per year (You can accumulate up to 450 hours)
Health & dental insurance with employer contribution
Life and long-term disability insurance at no cost to employee
Flexible Spending Plan
Employee Assistance Plan
401K Retirement Savings Plan w/ employer contribution
Mileage reimbursement
Flexible Work Options available after 6 months; alternate start time between 8:00 and 9:30 a.m., 4 day work week, 4.5 day work week, telecommuting work option, remote work option
Employee referral bonuses
Free parking 
Commitment to promoting from within
COMPANY PROFILE
At Springwell, we are serious about our mission. For more than 40 years, our staff has worked to help ensure that seniors and individuals with disabilities have the village they need and the support that is necessary for them to live at home with dignity and independence.
We are also serious about our employees. We are focused on creating a supportive, and welcoming environment that values each and every member of our staff. At Springwell we are fiercely committed to creating equal opportunities for all regardless of race, color, sex, gender identity, sexual orientation, gender expression, national origin, age, language, and physical or mental disabilities.
We believe in:
Accountability: At every level of the organization we are accountable: to the people we serve, to our funders, to our employees, to community professionals who rely on our support.
Continuous Quality Improvement: We honor the fact that each of us is human, and we embrace a desire to examine the value and quality of our work and ask how we can provide a higher quality of service.
Transparency: While we don't claim to be 100% transparent (there are certain things, like salaries and performance evaluations that are private) we continuously strive to be as open as possible.
Balance: Life is a give and take, as is work. We are always examining that balance. Today, we have yoga classes on-site twice a week. We are exploring offering a Weight Watchers meeting. And afternoon meditation is under consideration. If there is a holiday to celebrate we have a party. This year, we built a dedicated lactation room for new moms. We are committed to listening to our staff, and examining and re-balancing our work environment.
 
Keywords: Waltham, Newton, Brookline, Watertown, Belmont, Needham, Wellesley, Weston, Boston, Case Manager, Case Management, Housing, Mental Health, Managed Care, Social Services, Social Work, Care Coordinator, Social Worker, Elder, Geriatric Care, Assisted Living, Human Services, LSW, LCSW, Licensed, Medicare, Medicaid, Behavioral Health, Community Health, Long Term Care, Telecommuting, Remote, Telecommuter, Telecommute, Council on Aging, Program Coordinator, Case Worker
 
If interested, please apply at https://springwell.applicantpro.com/jobs/
For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.Click Here to Apply or use the link belowhttps://springwell.applicantpro.com/jobs/1326427-143011.html "
87,DDS Program Manager wanted!,Arlington,Feb  5,https://boston.craigslist.org/gbs/npo/d/arlington-dds-program-manager-wanted/7069755611.html,"
compensation: A competitive salary with 3 weeks vacation, 12 sick days and 11 holidays.  We pay 75% of health and dental insurance and 100% of Life, AD&D, Short and Long Term Disability insurance for full time employees.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Our agency is known for our innovative services, high quality training & for employing the most talented people in developmental disability services. Our Developmental Disability Division provides an integrated and comprehensive network of services to adults that enhance quality of life by promoting independence, choice and community integration.

We are seeking an experienced Program Manager to oversee services at a group home supporting adults with Developmental Disabilities and Autism. Successful candidates will have 3 years related experience and have skills to establish supportive relationships with individuals with developmental disabilities and commitment to meeting the individual needs and preferences of each person served.

 Responsibilities:
-Manage and oversee the day to day operation and overall service delivery of program.
-Coordinate and oversee all case management related services for individuals in the program to include assisting individuals with managing income, entitlements, accessing community resources and scheduling/coordination medical appointments.
-Create a culture that promotes client strengths, preferences and independence. Ensure that the
living environment encourages every individual to achieve goals and maximize their
independence.
-Hire, train, schedule, evaluate, and supervise program staff.
-Provide on-call administrative coverage to the program and division on a rotating basis.
-Develop/implement staff schedules that ensure adequate staffing resources.
-Develop daily program schedules in accordance with individual needs, preferences and interests. 

Requirements:
Bachelors in Psychology or a related field. 3 years of experience working with intellectually disabled adults or adults with an acquired brain injury. Must have 1 year of managerial and leadership experience. Ability to problem solve and think quickly on your feet preferred    "
88,DDS Program Manager wanted!,Haverhill,Feb  5,https://boston.craigslist.org/nwb/npo/d/haverhill-dds-program-manager-wanted/7069753671.html,"
compensation: A competitive salary with 3 weeks vacation, 12 sick days and 11 holidays. We pay 75% of health and dental insurance and 100% of Life, AD&D, Short and Long Term Disability insurance for full time employees.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Our agency is known for our innovative services, high quality training & for employing the most talented people in developmental disability services. Our Developmental Disability Division provides an integrated and comprehensive network of services to adults that enhance quality of life by promoting independence, choice and community integration.

We are seeking an experienced Program Manager to oversee services at a group home supporting adults with Developmental Disabilities and Autism. Successful candidates will have 3 years related experience and have skills to establish supportive relationships with individuals with developmental disabilities and commitment to meeting the individual needs and preferences of each person served.

Responsibilities:
-Manage and oversee the day to day operation and overall service delivery of program.
-Coordinate and oversee all case management related services for individuals in the program to include assisting individuals with managing income, entitlements, accessing community resources and scheduling/coordination medical appointments.
-Create a culture that promotes client strengths, preferences and independence. Ensure that the
living environment encourages every individual to achieve goals and maximize their
independence.
-Hire, train, schedule, evaluate, and supervise program staff.
-Provide on-call administrative coverage to the program and division on a rotating basis.
-Develop/implement staff schedules that ensure adequate staffing resources.
-Develop daily program schedules in accordance with individual needs, preferences and interests.

Requirements:
Bachelors in Psychology or a related field. 3 years of experience working with intellectually disabled adults or adults with an acquired brain injury. Must have 1 year of managerial and leadership experience. Ability to problem solve and think quickly on your feet preferred    "
89,Vinfen Hiring Event - Immediate Positions to be Filled,Plymouth,Feb  5,https://boston.craigslist.org/sob/npo/d/plymouth-vinfen-hiring-event-immediate/7069662661.html,"
compensation: Compensation depends on the position - Generous benefits available for all

employment type: employee's choice

","

QR Code Link to This Post


  Leap into a Vinfen Career"
90,Residential Counselor & CNA Opportunities at Vinfen,Waltham,Feb  5,https://boston.craigslist.org/gbs/npo/d/waltham-residential-counselor-cna/7069581399.html,"
compensation: Great Pay Rates, flexible schedule options, and amazing Benefits!

employment type: employee's choice

","

QR Code Link to This Post


 ★ Residential Counselor & CNA Opportunities at Vinfen  - Hiring Now! ★ 

Attention Job Seekers who are passionate about Human Services! 
Vinfen is hiring Residential Counselor & Certified Nursing Assistants to work in our Waltham residential program.  
 Job Description: Residential Counselor "
